node,name,type,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,composite_score
834,User_1348,Unknown,37,0.009162951956414065,0.31630894563684786,6.8584372603843805e-06,2.527014072643165e-06,0.00027085799061188744,9.24321775783165e-08,9.243217757824255e-08,0.07933662833846064
835,User_1349,Unknown,42,0.010401188707280832,0.3185296205726907,1.627648288317239e-05,3.406892489383399e-06,0.0002727764251503193,1.32881969292996e-07,1.3288196929339885e-07,0.08119018652598482
836,User_1350,Unknown,33,0.008172362555720653,0.3157400891391039,5.63537112819419e-06,2.972131717383011e-06,0.00017650106052978704,9.414204163992701e-08,9.414204164021115e-08,0.07672098690812694
837,User_1351,Unknown,67,0.01659237246161466,0.31658173265386125,1.9700291520238724e-06,3.672756792948646e-05,0.00020868136221245754,6.593898338833385e-07,6.593898338831924e-07,0.0824835270131505
838,User_1352,Unknown,234,0.05794947994056463,0.3391567277003192,0.0011108897670658814,0.00012709816165772675,0.0006690772431300504,3.5191377386170044e-06,3.5191377386170375e-06,0.12607732589025886
839,User_1353,Unknown,3,0.0007429420505200594,0.31500117013807627,6.134440182644368e-08,1.8128145580764815e-06,6.649636355641702e-05,6.727725343378624e-08,6.727725343357681e-08,0.07016107159253955
840,User_1354,Unknown,5,0.0012382367508667657,0.3150503237887181,1.9347080576032235e-07,1.8471590364096596e-06,7.136681466589654e-05,6.829194589293508e-08,6.829194589281623e-08,0.0705517075293542
841,User_1355,Unknown,37,0.009162951956414065,0.31583887368009383,2.631676907132107e-06,2.6104276280172874e-06,0.00026268521755598817,9.385024578652805e-08,9.385024578673722e-08,0.07894279146674184
842,User_1356,Unknown,20,0.004952947003467063,0.31541946570848306,1.914789001252586e-06,2.1955409721706055e-06,0.00018691590624782573,7.867167495327126e-08,7.86716749533222e-08,0.07497284356794058
843,User_1357,Unknown,31,0.007677067855373947,0.31893215385830503,2.6092321085324083e-05,3.6375897976930634e-06,0.00022677586857266114,1.300347164016662e-07,1.3003471640163644e-07,0.07902468911343256
844,User_1358,Unknown,77,0.01906884596334819,0.33776662484316183,0.00019149200350351345,9.087606512112778e-06,0.00045858392018887126,4.3203793709921427e-07,4.3203793709940766e-07,0.09932348440423584
845,User_1359,Unknown,84,0.020802377414561663,0.31700423928403204,8.61515606787029e-06,3.506009524844183e-05,0.0002640483529609664,6.556705961853204e-07,6.556705961855872e-07,0.08606794302667288
846,User_1360,Unknown,37,0.009162951956414065,0.3358004158004158,0.00027639215527264395,2.8362533813576025e-06,0.0003451784489409394,1.1049948036910649e-07,1.1049948036850402e-07,0.09071361047221083
847,User_1361,Unknown,137,0.03392768697374938,0.3383042895442359,0.0019978523087357245,0.00017046573886177947,0.0004212053215125313,8.15947553203011e-06,8.159475532030107e-06,0.10824105501431551
848,User_1362,Unknown,3,0.0007429420505200594,0.31500117013807627,0.0,1.814467828062193e-06,5.543259899733526e-05,6.734691926316842e-08,6.734691926314447e-08,0.06995235377807574
849,User_1363,Unknown,21,0.005200594353640416,0.3154441059292243,1.8082699728330094e-07,2.0971533857441356e-06,0.00018142968761421704,7.630026517101177e-08,7.630026517128021e-08,0.07501792206799549
850,User_1364,Unknown,12,0.0029717682020802376,0.3152224824355972,6.882257652528634e-07,2.5612742349966968e-06,0.00010078087628150593,9.148387331030483e-08,9.148387331017222e-08,0.07215410934698026
851,User_1365,Unknown,42,0.010401188707280832,0.315962441314554,9.18721322512993e-07,2.1617451916903465e-05,0.00014473248367116335,3.9101955345327373e-07,3.910195534526392e-07,0.07750648077854003
852,User_1366,Unknown,66,0.016344725111441305,0.3165569143932267,2.9948177534290097e-05,4.085947453680299e-06,0.00042972852360729564,1.2623323780895768e-07,1.2623323780898293e-07,0.08643843647272377
853,User_1367,Unknown,166,0.04110946012877662,0.319588444796201,4.879925192318115e-05,7.483570757117934e-05,0.0004739846772732844,1.2693179720949554e-06,1.2693179720938157e-06,0.10266060141720156
854,User_1368,Unknown,10,0.0024764735017335313,0.31517327505463627,2.095933729070159e-07,2.0780120110026685e-06,0.0001628119956943117,8.16295984966752e-08,8.162959849669319e-08,0.07302427993849119
855,User_1369,Unknown,53,0.013125309559187715,0.3354377803621864,0.0003021278906344193,4.603762761450439e-05,0.0002760220792685219,2.262416104312706e-06,2.262416104311877e-06,0.09158721370500573
856,User_1370,Unknown,112,0.02773650321941555,0.3177025963808025,9.161245788186617e-06,5.1249124253071153e-05,0.00032568698338519386,8.143249247158365e-07,8.143249247158402e-07,0.09144839157519061
857,User_1371,Unknown,37,0.009162951956414065,0.3164824829532095,1.913741547367247e-05,2.924169459396917e-06,0.00028807586460561003,9.753409389933551e-08,9.753409390049008e-08,0.07975399228237479
858,User_1372,Unknown,7,0.001733531451213472,0.3150994927818962,0.0,1.876787728765483e-06,8.762841615805366e-05,6.925042163736195e-08,6.92504216379966e-08,0.07115712583410745
859,User_1373,Unknown,73,0.018078256562654778,0.31845425867507887,3.6434479193578756e-05,3.5902905855586727e-06,0.00037970838357333795,1.2091958153947522e-07,1.2091958153943544e-07,0.08741671896118527
860,User_1374,Unknown,42,0.010401188707280832,0.33675256442331747,6.636010775141296e-05,7.353153206959651e-06,0.00026528685976761994,3.8339526700598904e-07,3.8339526700585823e-07,0.09033109162941026
861,User_1375,Unknown,74,0.01832590391282813,0.31675556950109823,3.6969063565672142e-06,3.386421588838089e-05,0.00023057585087804145,5.787684973459996e-07,5.787684973457949e-07,0.08393509338778406
862,User_1376,Unknown,182,0.04507181773155027,0.3382192813468465,0.0007910239758386794,0.00011047423824161647,0.0005180650615935587,3.264771021527706e-06,3.2647710215274875e-06,0.11550546218275057
863,User_1377,Unknown,190,0.0470529965329371,0.3201966537150107,7.45619948822765e-05,8.336276147869251e-05,0.000551755504577734,1.4901794758081433e-06,1.4901794758073214e-06,0.10775119195031702
864,User_1378,Unknown,32,0.0079247152055473,0.3157154026583268,5.348348418314837e-07,2.2682283831037644e-06,0.00025897305397414884,8.177808676591239e-08,8.177808676648534e-08,0.07812421238822469
865,User_1379,Unknown,51,0.01263001485884101,0.3161851068827813,1.2172916992587764e-06,3.0323783640958026e-06,0.0002451904025116176,1.02446999475948e-07,1.024469994762287e-07,0.0807048360554578
866,User_1380,Unknown,85,0.021050024764735015,0.3170291277380859,3.989599412762167e-06,4.109967350241558e-05,0.00025288152369569043,6.69363770858353e-07,6.693637708586361e-07,0.08601507058219572
867,User_1381,Unknown,27,0.006686478454680535,0.31559202813599063,3.0436269517348414e-07,2.4676877635458038e-06,0.00014735790637253581,8.602645648657636e-08,8.602645648663895e-08,0.07527234368758375
868,User_1382,Unknown,41,0.010153541357107478,0.31765261170547515,1.246140662731281e-06,2.8279239548915085e-06,0.00021661254764195493,9.801097314399416e-08,9.801097314411711e-08,0.07954176225293284
869,User_1383,Unknown,4,0.0009905894006934125,0.31502574504602904,0.0,2.096184691452049e-06,6.722183263956014e-05,8.105722382410175e-08,8.105722382391427e-08,0.07032511660450165
870,User_1384,Unknown,12,0.0029717682020802376,0.315962441314554,6.840888337761616e-06,2.6105089108381935e-06,0.00013888859663401264,1.0225133367962126e-07,1.0225133367916997e-07,0.07325096568074208
871,User_1385,Unknown,15,0.003714710252600297,0.3157647794807632,3.714113923254879e-06,2.700281349193614e-06,0.00013035111629458872,1.0398582501674524e-07,1.0398582501672158e-07,0.07339938059616391
872,User_1386,Unknown,1,0.00024764735017335313,0.31495203182279075,0.0,1.774621069210282e-06,4.2799006860415876e-05,6.605066102067359e-08,6.605066102064556e-08,0.06941530071070742
873,User_1387,Unknown,9,0.002228826151560178,0.3156660412757974,1.927396798661771e-06,2.23189759045711e-06,0.00012949883279103334,9.003067166373778e-08,9.00306716637781e-08,0.07251028286225583
874,User_1388,Unknown,84,0.020802377414561663,0.31700423928403204,5.166721348031939e-06,3.7548192603618533e-05,0.0002581357621361624,6.741483337799048e-07,6.741483337801303e-07,0.0859599720895051
875,User_1389,Unknown,46,0.011391778107974244,0.3160613650594865,8.609655674748559e-07,2.2643212998688636e-05,0.0001600235215287644,4.23407267780386e-07,4.234072677801684e-07,0.07839551778303462
876,User_1390,Unknown,193,0.047795938583457154,0.3197402803072294,4.9723836293144135e-05,8.652135477337972e-05,0.0005404067445837945,1.4938498580515634e-06,1.4938498580510975e-06,0.10771348798195982
877,User_1391,Unknown,175,0.0433382862803368,0.3192852059777022,4.075767919789526e-05,7.87673312109901e-05,0.0004950229194450298,1.3542106521113833e-06,1.3542106521103616e-06,0.10414253282468526
878,User_1392,Unknown,37,0.009162951956414065,0.31755268952500787,6.510512857691885e-06,2.765988083323416e-06,0.00018924342364817897,9.611553536464615e-08,9.611553536422918e-08,0.07842879440078558
879,User_1393,Unknown,53,0.013125309559187715,0.31675556950109823,1.7456768303120492e-05,2.281871962271314e-05,0.0002048759391786356,4.80750477414041e-07,4.807504774136172e-07,0.08055970446221523
880,User_1394,Unknown,2,0.0004952947003467063,0.3149765990639626,0.0,1.787498761402528e-06,6.026784250834164e-05,6.647641855516485e-08,6.647641855530945e-08,0.06989417584954769
881,User_1395,Unknown,2,0.0004952947003467063,0.3149765990639626,0.0,2.042783308370079e-06,4.816298486380282e-05,7.962051046912988e-08,7.962051046930217e-08,0.06966682766641716
882,User_1396,Unknown,54,0.01337295690936107,0.31797779352704936,3.2205921924584923e-06,3.0971053816398e-06,0.00027602909409162686,1.0599688869994312e-07,1.0599688870015992e-07,0.08260788051415453
883,User_1397,Unknown,16,0.00396235760277365,0.3175776641761699,2.379066323525453e-06,2.8610151037885073e-06,0.00011898391044628661,1.0018696040937891e-07,1.0018696040922086e-07,0.07424164648695168
884,User_1398,Unknown,44,0.010896483407627538,0.3160118954452966,2.286263120773745e-06,2.024619417140438e-05,0.00016007603401582468,4.0444519396141726e-07,4.044451939611833e-07,0.07809367459390607
885,User_1399,Unknown,178,0.044081228330856856,0.3193609617209744,4.6908498641589444e-05,8.25955641264536e-05,0.0005031124896682368,1.4201551007251853e-06,1.420155100724234e-06,0.1047547356510335
886,User_1400,Unknown,22,0.005448241703813769,0.3178776666929072,1.2862884993271184e-06,2.7151435477261463e-06,0.00015656873532507047,1.0581005769936058e-07,1.0581005769953022e-07,0.07592365545407011
887,User_1401,Unknown,12,0.0029717682020802376,0.3152224824355972,6.210376612178064e-07,7.111942050767887e-06,7.708679764062911e-05,1.4069677261933654e-07,1.4069677261934734e-07,0.07171624004760037
888,User_1402,Unknown,74,0.01832590391282813,0.31675556950109823,3.610791008760127e-06,3.607079478854801e-05,0.00022826102159848123,6.31967951767488e-07,6.319679517680163e-07,0.08389718991536808
889,User_1403,Unknown,9,0.002228826151560178,0.3151486771247951,0.0,1.8821231427161524e-06,0.0001489139795661473,6.956005367468791e-08,6.956005367457695e-08,0.07261186848459097
890,User_1404,Unknown,50,0.012382367508667657,0.3161603507673035,4.802881922255639e-06,3.5074604749975175e-06,0.00023990674625078994,1.1728230848017166e-07,1.1728230848048748e-07,0.08045823398283918
891,User_1405,Unknown,50,0.012382367508667657,0.3424936386768448,0.004097162971815614,1.2611154134500378e-05,0.00027545826309948395,3.3594516791361586e-07,3.3594516791355715e-07,0.09573574306877307
892,User_1406,Unknown,31,0.007677067855373947,0.3174029240685427,4.150290104144423e-06,2.5529506334458857e-06,0.00018330127673396487,9.014644701609879e-08,9.014644701582202e-08,0.07741836637884034
893,User_1407,Unknown,37,0.009162951956414065,0.3163585083046067,5.296649298324141e-06,1.5192763377043056e-05,0.00014757571069362783,3.1252269265989496e-07,3.1252269266019216e-07,0.07706498615103907
894,User_1408,Unknown,34,0.008420009905894007,0.3354099177672564,0.00011028999780352869,6.795472445884052e-06,0.00022553134768097882,3.527654037158019e-07,3.527654037156525e-07,0.08781574615776304
895,User_1409,Unknown,106,0.02625061911837543,0.31755268952500787,2.8590000512074672e-05,4.5809622721203156e-05,0.00033644334753068556,8.798624571945342e-07,8.798624571948582e-07,0.09075488194954322
896,User_1410,Unknown,21,0.005200594353640416,0.3351315461864055,5.0830254792246105e-05,2.1758518777487437e-06,0.00021314159307137228,8.147217756922157e-08,8.14721775700116e-08,0.0856245924615504
897,User_1411,Unknown,10,0.0024764735017335313,0.31537019681349576,1.5358298187227058e-06,5.027610825982925e-06,7.866073842666864e-05,1.5679627505385876e-07,1.5679627505374613e-07,0.07154513846833545
898,User_1412,Unknown,22,0.005448241703813769,0.31588828913400613,9.589950534692168e-06,2.292930810121327e-06,0.0001649064346165598,8.413237592528789e-08,8.41323759245183e-08,0.07507198296048438
899,User_1413,Unknown,60,0.014858841010401188,0.3164080865068171,4.990951736222679e-06,3.2095080848468687e-06,0.00028685014873298974,1.0773019504487997e-07,1.0773019504541876e-07,0.08283704170735771
900,User_1414,Unknown,8,0.001981178801386825,0.3151240830341814,3.1458667603304447e-09,1.962964298975618e-06,7.104493677087686e-05,7.143694252338831e-08,7.143694252321144e-08,0.07099384747523169
901,User_1415,Unknown,30,0.007429420505200594,0.3161355985281453,7.0568719534495055e-06,2.341932746722473e-06,0.00023524721783785505,8.503529391069679e-08,8.503529391051763e-08,0.0776184653377057
902,User_1416,Unknown,111,0.0274888558692422,0.3182033096926714,1.6463093997905767e-05,5.174070872787925e-05,0.00032463879667558507,8.26854130655776e-07,8.268541306549069e-07,0.09154942890284566
903,User_1417,Unknown,5,0.0012382367508667657,0.3150503237887181,1.8403320547933104e-07,2.6815687078492555e-06,5.7033717420365974e-05,8.876318606621509e-08,8.876318606591623e-08,0.07028353271257913
904,User_1418,Unknown,21,0.005200594353640416,0.3154441059292243,2.918299820622971e-06,3.101977123896816e-06,0.00015434259180580469,9.078152330330422e-08,9.078152330332408e-08,0.0745099496591514
905,User_1419,Unknown,24,0.005943536404160475,0.3417400135409614,0.0014287364963010384,4.478696126118867e-06,0.00019387051413615895,1.9335026865686702e-07,1.933502686563564e-07,0.08944425421140845
906,User_1420,Unknown,148,0.03665180782565626,0.33870156014091596,0.006056580020060359,6.860809333313012e-05,0.0004405224865045448,1.270175836974767e-06,1.2701758369741279e-06,0.11104466403366298
907,User_1421,Unknown,24,0.005943536404160475,0.33521500913166197,6.390037866664365e-05,2.682012003408075e-06,0.00023446195712175882,1.1085667491900169e-07,1.1085667491854629e-07,0.08648566642620066
908,User_1422,Unknown,14,0.003467062902426944,0.3163585083046067,2.6032346805504388e-06,3.8493719793967045e-06,0.00011706838911806561,1.0632561414453483e-07,1.0632561414461993e-07,0.07331484803636605
909,User_1423,Unknown,61,0.01510648836057454,0.31700423928403204,8.837339375597463e-06,3.826378345275081e-06,0.00028929030841250006,1.169038670924732e-07,1.1690386709297382e-07,0.08332500258621345
910,User_1424,Unknown,19,0.0047052996532937095,0.3153948293368742,3.6105562217849705e-06,2.396180358462083e-06,0.0001795848554481189,7.923202360316228e-08,7.923202360343438e-08,0.07468604100841716
911,User_1425,Unknown,34,0.008420009905894007,0.3359400998336107,0.00013714586599355722,6.644352464188846e-06,0.00024581246908353247,3.5362962008760086e-07,3.5362962008704865e-07,0.08847523700066948
912,User_1426,Unknown,64,0.0158494304110946,0.31650728954381563,5.345206682236507e-06,3.3286615727718706e-06,0.0003035548447277543,1.1107114010718959e-07,1.1107114010755735e-07,0.08375029585197745
913,User_1427,Unknown,66,0.016344725111441305,0.31953786499960435,5.065916270833906e-05,5.3256462704037855e-06,0.00038574622665970014,1.6781437535812061e-07,1.6781437535712305e-07,0.08713180127474425
914,User_1428,Unknown,29,0.007181773155027241,0.31675556950109823,1.1373416048168081e-05,2.3765757178156183e-06,0.0002238966589684424,8.778792417686462e-08,8.778792417676856e-08,0.07758366517709783
915,User_1429,Unknown,38,0.009410599306587419,0.3177275946179873,1.5250409051912673e-05,3.411510700013575e-06,0.00022266025103909076,1.0646869377715827e-07,1.0646869377740099e-07,0.0792888287342239
916,User_1430,Unknown,2,0.0004952947003467063,0.3149765990639626,0.0,1.7972067214583582e-06,4.9378157214813366e-05,6.667645114581241e-08,6.667645114550817e-08,0.06968877822912774
917,User_1431,Unknown,220,0.05448241703813769,0.3204253293128075,0.00015418331946305362,9.482296617386275e-05,0.0006584499181463515,1.6111708596792673e-06,1.6111708596783552e-06,0.1140315051704701
918,User_1432,Unknown,55,0.013620604259534423,0.3162841701261064,3.725178435266551e-06,3.0900560275087044e-06,0.0002651810762349895,1.0415464558967798e-07,1.0415464559020204e-07,0.08168047740228201
919,User_1433,Unknown,23,0.005695889053987122,0.31549339792171266,1.089736597105427e-06,2.4628207173437984e-06,0.00022691733397418623,9.879486848209721e-08,9.87948684820266e-08,0.0761765555937646
920,User_1434,Unknown,15,0.003714710252600297,0.31564136637223483,2.2790605620999806e-06,3.88175157030972e-06,0.0001391489457888145,1.3250523297789763e-07,1.325052329775275e-07,0.0735053734690068
921,User_1435,Unknown,56,0.013868251609707775,0.3188566013897663,9.29354014238371e-05,1.4939442826717512e-05,0.0002734926831444298,3.090178999803328e-07,3.090178999799113e-07,0.08333366257118927
922,User_1436,Unknown,30,0.007429420505200594,0.3164080865068171,1.3726487928510953e-05,4.054794412411941e-06,0.00020073952511839838,1.1124182139911427e-07,1.1124182139925792e-07,0.07711159940139813
923,User_1437,Unknown,56,0.013868251609707775,0.3164576802507837,2.1066116258501007e-05,2.477807409282091e-05,0.00021650941244445525,5.263513233426111e-07,5.263513233422309e-07,0.08104459838647156
924,User_1438,Unknown,34,0.008420009905894007,0.3157647794807632,4.5498322194211663e-07,2.6059861466970616e-06,0.00017593836133457028,8.99898955223462e-08,8.998989552256277e-08,0.07685745871710259
925,User_1439,Unknown,21,0.005200594353640416,0.3154441059292243,2.541975197216656e-08,1.3920048329426518e-05,9.15526272321288e-05,2.6373595057884943e-07,2.6373595057848076e-07,0.07334890490659625
926,User_1440,Unknown,28,0.006934125804853888,0.33355360978027426,9.599336201546555e-05,3.648287789998123e-05,0.0001661853277134118,2.108060474020178e-06,2.1080604740199906e-06,0.08505518427224823
927,User_1441,Unknown,16,0.00396235760277365,0.3156660412757974,2.9150195289095903e-06,3.6110851786269863e-06,0.00016001493669689392,1.203109466484481e-07,1.20310946648104e-07,0.07404756179102598
928,User_1442,Unknown,5,0.0012382367508667657,0.3150503237887181,8.179253576859156e-08,2.671508013792207e-06,7.935059728172506e-05,7.907475940735634e-08,7.907475940721144e-08,0.0707040172427364
929,User_1443,Unknown,9,0.002228826151560178,0.3151486771247951,1.0920277245770887e-07,1.921789244007819e-06,0.00010130450016953489,7.047043134730484e-08,7.047043134726537e-08,0.0717139043081765
930,User_1444,Unknown,32,0.0079247152055473,0.31665621079046424,8.896946333386815e-06,3.953927606642127e-06,0.00021377988965611138,1.2339113781250676e-07,1.2339113781258665e-07,0.0777561883982223
931,User_1445,Unknown,9,0.002228826151560178,0.3157647794807632,2.8631876307180758e-06,2.6226235052236787e-06,0.00010672681509065626,1.1273428477030778e-07,1.1273428477050849e-07,0.07213275636855658
932,User_1446,Unknown,36,0.008915304606240713,0.33538205980066443,6.608504907484536e-05,6.75098023363694e-06,0.0002329428370984378,3.566669922446471e-07,3.566669922443702e-07,0.08820206142321711
933,User_1447,Unknown,142,0.03516592372461615,0.31845425867507887,3.74032721118941e-05,6.209482083287349e-05,0.00042627966043836714,1.1023248514536745e-06,1.102324851453303e-06,0.09787066775675736
934,User_1448,Unknown,52,0.012877662209014363,0.31680527224227206,1.0423442596457583e-05,3.143821513912053e-06,0.000255980606484454,1.0760844335046937e-07,1.0760844335050664e-07,0.08136314867510985
935,User_1449,Unknown,90,0.02228826151560178,0.3171536286522149,1.603488517618072e-05,4.1429136048167584e-05,0.00028802647504774716,7.43559380437281e-07,7.435593804372198e-07,0.08743295624993706
936,User_1450,Unknown,23,0.005695889053987122,0.3417110941863417,0.0006681437081602247,3.303026454777669e-06,0.00020499969727930096,1.3626196074436937e-07,1.3626196074411508e-07,0.08927212860695513
937,User_1451,Unknown,31,0.007677067855373947,0.3156907200375264,3.5060789725913964e-06,3.388514775949693e-06,0.00016973926757076998,9.956057688120037e-08,9.956057688127454e-08,0.07629494521519416
938,User_1452,Unknown,34,0.008420009905894007,0.3157647794807632,1.6220083522389818e-06,2.29977680607292e-06,0.00027495959153848515,8.285792624099404e-08,8.285792624179038e-08,0.07872493669261967
939,User_1453,Unknown,28,0.006934125804853888,0.315616695325934,9.66661904068162e-06,3.685643678956254e-06,0.00021321654511526278,1.1309318547763304e-07,1.1309318547738409e-07,0.07666992012552783
940,User_1454,Unknown,52,0.012877662209014363,0.3179277222265963,4.911343540654496e-06,3.083211428848896e-06,0.00026498160540674564,1.056084157054775e-07,1.0560841570551408e-07,0.08210085782791675
941,User_1455,Unknown,5,0.0012382367508667657,0.31675556950109823,0.0,1.963206381726012e-06,7.020761699132413e-05,7.37719811863747e-08,7.3771981185937e-08,0.07139576946793644
942,User_1456,Unknown,132,0.03268945022288261,0.3182033096926714,1.6471979747154427e-05,5.933584103493308e-05,0.00037967590267153404,9.71892737693483e-07,9.718927376933634e-07,0.09547935373844128
943,User_1457,Unknown,62,0.015354135710747894,0.3164576802507837,1.832903015930472e-06,3.0210936303292596e-05,0.0001977568697814901,4.786328125817058e-07,4.786328125815815e-07,0.0815120592370389
944,User_1458,Unknown,33,0.008172362555720653,0.33352605930453455,0.00011557419901726228,4.009749949934949e-05,0.0001469291431392181,2.1053657904223476e-06,2.1053657904219384e-06,0.08537324364403764
945,User_1459,Unknown,102,0.02526002971768202,0.31767760207694123,3.003256711079441e-05,4.1786401774274845e-06,0.00046934895243430126,1.372034763383162e-07,1.3720347633917652e-07,0.09268145928600027
946,User_1460,Unknown,46,0.011391778107974244,0.3166810446239511,2.6635632201680266e-05,1.924830363076914e-05,0.00018115540090172177,4.637787932555015e-07,4.637787932554171e-07,0.07911315148683637
947,User_1461,Unknown,8,0.001981178801386825,0.3158635794743429,1.033951687394813e-06,2.567712703366238e-06,9.009626562441192e-05,9.919514709241585e-08,9.91951470922728e-08,0.07173109462717123
948,User_1462,Unknown,84,0.020802377414561663,0.31700423928403204,7.977478858785828e-06,3.7271324927367315e-06,0.00038616558269873914,1.2312067781171837e-07,1.2312067781257814e-07,0.08829956623032079
949,User_1463,Unknown,10,0.0024764735017335313,0.31517327505463627,2.774478871955666e-07,6.102990465540293e-06,6.789154841112184e-05,1.2859260073367355e-07,1.285926007336858e-07,0.07124195431531942
950,User_1464,Unknown,26,0.0064388311045071814,0.3174278751670466,3.1981004718767914e-06,2.619239655357792e-06,0.0001797833133859858,9.340029155086093e-08,9.340029155052755e-08,0.0766804552360119
951,User_1465,Unknown,108,0.02674591381872214,0.35461491174145954,0.02457183892415802,0.006147797869200812,0.00035714080659750747,0.0003940421357288956,0.0003940421357288959,0.14502769854084052
952,User_1466,Unknown,1,0.00024764735017335313,0.31495203182279075,0.0,1.774621069210282e-06,4.2799006860415876e-05,6.605066102067359e-08,6.605066102075042e-08,0.06941530071070742
953,User_1467,Unknown,124,0.03070827142149579,0.31847937534505877,5.166366181261396e-05,5.79236019094175e-05,0.00037847895085241966,1.048719385036355e-06,1.0487193850358097e-06,0.0945141466474119
954,User_1468,Unknown,31,0.007677067855373947,0.3156907200375264,5.810156947627685e-07,2.251696124271507e-06,0.00025284586166991795,8.124413426116397e-08,8.124413426178165e-08,0.07785922906114306
955,User_1469,Unknown,57,0.014115898959881128,0.31680527224227206,3.5397982282062466e-05,2.9572370784372484e-06,0.0004255371411186097,1.0755871576533468e-07,1.0755871576447409e-07,0.08525296431381056
956,User_1470,Unknown,71,0.017582961862308073,0.3166810446239511,9.064989552312526e-06,3.0701436821480554e-05,0.0002426304174577409,6.401133536765825e-07,6.401133536767041e-07,0.08371387764778669
957,User_1471,Unknown,169,0.04185240217929668,0.3191338022603335,5.392117361725396e-05,7.603115513818537e-05,0.0005024648137424786,1.289121962214737e-06,1.2891219622146357e-06,0.10338182384864499
958,User_1472,Unknown,90,0.02228826151560178,0.3176276252654763,7.853024667627917e-05,3.733257389197727e-06,0.0005953205894621009,1.2922942523136224e-07,1.292294252316679e-07,0.09340374596853296
959,User_1473,Unknown,54,0.01337295690936107,0.31863015860490806,6.5415543535679e-05,5.3171444665881175e-06,0.0003414903577136254,1.604954084662955e-07,1.6049540846628818e-07,0.08419822320074484
960,User_1474,Unknown,4,0.0009905894006934125,0.31502574504602904,2.044813394214789e-08,1.8153600707758763e-06,7.331853986341364e-05,6.737828142031179e-08,6.737828142023505e-08,0.07043907073511495
961,User_1475,Unknown,72,0.017830609212481426,0.31875592042942846,4.5507151778222026e-05,3.6922647382869265e-06,0.0003418349531226573,1.2531837507539765e-07,1.2531837507553283e-07,0.08672161785599851
962,User_1476,Unknown,5,0.0012382367508667657,0.3153948293368742,3.9606530604914426e-07,1.8706996387589054e-06,7.442828630617236e-05,6.929471708695311e-08,6.929471708685936e-08,0.07078446677273238
963,User_1477,Unknown,9,0.002228826151560178,0.315962441314554,3.65965094428863e-06,2.517734948982601e-06,0.00010535527075755696,1.0336153869906797e-07,1.0336153869846911e-07,0.0722068558459515
964,User_1478,Unknown,17,0.004210004952947003,0.3153455681374463,6.144735746587268e-07,2.113192296454321e-06,0.0001608060400591693,7.818807968445008e-08,7.818807968453007e-08,0.07403175992385855
965,User_1479,Unknown,84,0.020802377414561663,0.3175776641761699,1.589749181023586e-05,3.8044663331352596e-06,0.00038783638324085677,1.251124905257918e-07,1.251124905267216e-07,0.08862470912794972
966,User_1480,Unknown,93,0.02303120356612184,0.31775259678942397,7.323442147969648e-05,3.7318193434442926e-05,0.0003123949116971685,6.536671331852782e-07,6.536671331850065e-07,0.08861382644839273
967,User_1481,Unknown,17,0.004210004952947003,0.3153455681374463,1.157406935195379e-06,2.147600318105279e-06,0.00013212967759808038,7.703902331151637e-08,7.703902331141018e-08,0.07349097230170486
968,User_1482,Unknown,49,0.012134720158494303,0.3161355985281453,9.233606914023464e-06,2.8869452228223027e-06,0.00034025667375277876,1.0521075725137301e-07,1.0521075725119665e-07,0.08220164507517716
969,User_1483,Unknown,96,0.0237741456166419,0.33493696084936964,0.0006302996573637761,7.928543224265107e-05,0.0003013205649388051,3.1694589349245235e-06,3.169458934925062e-06,0.09788390790616427
970,User_1484,Unknown,22,0.005448241703813769,0.31546875,1.2103302225012229e-06,1.041355673491643e-05,0.00010418308630165754,2.0245891504446876e-07,2.0245891504485207e-07,0.07372874925362731
971,User_1485,Unknown,47,0.011639425458147598,0.33443763458671527,0.000135460924988223,4.965416418706962e-05,0.00017266304685740116,2.278344999935507e-06,2.2783449999352393e-06,0.08826539599197694
972,User_1486,Unknown,5,0.0012382367508667657,0.31537019681349576,0.0,2.1146267564881837e-06,9.278407722695115e-05,8.57065397851769e-08,8.570653978520719e-08,0.07111923877550738
973,User_1487,Unknown,63,0.015601783060921248,0.3198669201520912,7.742678026617276e-05,9.11779435420585e-06,0.0003546233358440138,2.516007175997791e-07,2.5160071759986144e-07,0.08631876720284734
974,User_1488,Unknown,135,0.033432392273402674,0.3182785528493734,2.2607483801743858e-05,6.0219581886552316e-05,0.00039136234844271476,1.0072298829427916e-06,1.0072298829432483e-06,0.09615330432123671
975,User_1489,Unknown,22,0.005448241703813769,0.31546875,3.609527481250367e-07,2.2849706113155206e-06,0.00013852369379891655,8.084478771158615e-08,8.0844787711515e-08,0.07435844173816707
976,User_1490,Unknown,9,0.002228826151560178,0.3171287206471374,2.333151371615494e-08,2.1672814784337384e-06,8.698874540610197e-05,8.23581093387268e-08,8.235810933869921e-08,0.07244979105594161
977,User_1491,Unknown,125,0.03095591877166914,0.31802788060171694,1.2316190268729051e-05,6.125807213482488e-05,0.00035578110149049103,9.962444918965115e-07,9.962444918954024e-07,0.09398448612738944
978,User_1492,Unknown,13,0.0032194155522535907,0.31695447409733124,4.282528510810266e-06,2.714397226007615e-06,0.00011775804481402484,9.592982656059572e-08,9.592982656025082e-08,0.0734918386539606
