id,label,type,degree
1030,User_1544,Unknown,15
1031,User_1545,Unknown,43
1032,User_1546,Unknown,3
1033,User_1547,Unknown,122
1034,User_1548,Unknown,38
1035,User_1549,Unknown,49
1036,User_1550,Unknown,38
1037,User_1551,Unknown,171
1038,User_1552,Unknown,7
1039,User_1553,Unknown,37
1040,User_1554,Unknown,160
1041,User_1555,Unknown,35
1042,User_1556,Unknown,25
1043,User_1557,Unknown,151
1044,User_1558,Unknown,2
1045,User_1559,Unknown,186
1046,User_1560,Unknown,1
1047,User_1561,Unknown,25
1048,User_1562,Unknown,10
1049,User_1563,Unknown,112
1050,User_1564,Unknown,16
1051,User_1565,Unknown,44
1052,User_1566,Unknown,20
1053,User_1567,Unknown,33
1054,User_1568,Unknown,29
1055,User_1569,Unknown,48
1056,User_1570,Unknown,124
1057,User_1571,Unknown,60
1058,User_1572,Unknown,43
1059,User_1573,Unknown,89
1060,User_1574,Unknown,67
1061,User_1575,Unknown,20
1062,User_1576,Unknown,66
1063,User_1577,Unknown,170
1064,User_1578,Unknown,36
1065,User_1579,Unknown,5
1066,User_1580,Unknown,83
1067,User_1581,Unknown,1
1068,User_1582,Unknown,41
1069,User_1583,Unknown,97
1070,User_1584,Unknown,211
1071,User_1585,Unknown,20
1072,User_1586,Unknown,3
1073,User_1587,Unknown,53
1074,User_1588,Unknown,23
1075,User_1589,Unknown,205
1076,User_1590,Unknown,88
1077,User_1591,Unknown,95
1078,User_1592,Unknown,25
1079,User_1593,Unknown,32
1080,User_1594,Unknown,16
1081,User_1595,Unknown,39
1082,User_1596,Unknown,77
1083,User_1597,Unknown,112
1084,User_1598,Unknown,136
1085,User_1599,Unknown,11
1086,User_1600,Unknown,117
1087,User_1601,Unknown,32
1088,User_1602,Unknown,12
1089,User_1603,Unknown,145
1090,User_1604,Unknown,148
1091,User_1605,Unknown,90
1092,User_1606,Unknown,31
1093,User_1607,Unknown,5
1094,User_1608,Unknown,117
1095,User_1609,Unknown,92
1096,User_1610,Unknown,179
1097,User_1611,Unknown,72
1098,User_1612,Unknown,190
1099,User_1613,Unknown,182
1100,User_1614,Unknown,71
1101,User_1615,Unknown,24
1102,User_1616,Unknown,50
1103,User_1617,Unknown,117
1104,User_1618,Unknown,24
1105,User_1619,Unknown,114
1106,User_1620,Unknown,128
1107,User_1621,Unknown,189
1108,User_1622,Unknown,177
1109,User_1623,Unknown,100
1110,User_1624,Unknown,35
1111,User_1625,Unknown,25
1112,User_1626,Unknown,37
1113,User_1627,Unknown,3
1114,User_1628,Unknown,82
1115,User_1629,Unknown,22
1116,User_1630,Unknown,67
1117,User_1631,Unknown,9
1118,User_1632,Unknown,79
1119,User_1633,Unknown,23
1120,User_1634,Unknown,38
1121,User_1635,Unknown,34
1122,User_1636,Unknown,77
1123,User_1637,Unknown,99
1124,User_1638,Unknown,34
1125,User_1639,Unknown,78
1126,User_1640,Unknown,8
1127,User_1641,Unknown,14
1128,User_1642,Unknown,28
1129,User_1643,Unknown,100
1130,User_1644,Unknown,69
1131,User_1645,Unknown,56
1132,User_1646,Unknown,18
1133,User_1647,Unknown,50
1134,User_1648,Unknown,25
1135,User_1649,Unknown,35
1136,User_1650,Unknown,21
1137,User_1651,Unknown,4
1138,User_1652,Unknown,81
1139,User_1653,Unknown,74
1140,User_1654,Unknown,7
1141,User_1655,Unknown,56
1142,User_1656,Unknown,34
1143,User_1657,Unknown,5
1144,User_1658,Unknown,19
1145,User_1659,Unknown,82
1146,User_1660,Unknown,24
1147,User_1661,Unknown,80
1148,User_1662,Unknown,146
1149,User_1663,Unknown,235
1150,User_1664,Unknown,6
1151,User_1665,Unknown,127
1152,User_1666,Unknown,36
1153,User_1667,Unknown,27
1154,User_1668,Unknown,122
1155,User_1669,Unknown,137
1156,User_1670,Unknown,11
1157,User_1671,Unknown,32
1158,User_1672,Unknown,25
1159,User_1673,Unknown,40
1160,User_1674,Unknown,25
1161,User_1675,Unknown,117
1162,User_1676,Unknown,16
1163,User_1677,Unknown,36
1164,User_1678,Unknown,18
1165,User_1679,Unknown,27
1166,User_1680,Unknown,61
1167,User_1681,Unknown,25
1168,User_1682,Unknown,38
1169,User_1683,Unknown,123
1170,User_1685,Unknown,93
1171,User_1686,Unknown,35
1172,User_1687,Unknown,43
1173,User_1688,Unknown,95
1174,User_1689,Unknown,124
1175,User_1690,Unknown,2
1176,User_1691,Unknown,60
1177,User_1692,Unknown,50
1178,User_1693,Unknown,3
1179,User_1694,Unknown,34
1180,User_1695,Unknown,30
1181,User_1696,Unknown,12
1182,User_1697,Unknown,8
1183,User_1698,Unknown,19
1184,User_1699,Unknown,42
1185,User_1700,Unknown,17
1186,User_1701,Unknown,7
1187,User_1702,Unknown,45
1188,User_1703,Unknown,70
1189,User_1704,Unknown,25
1190,User_1705,Unknown,27
1191,User_1706,Unknown,42
1192,User_1707,Unknown,185
1193,User_1708,Unknown,10
1194,User_1709,Unknown,62
1195,User_1710,Unknown,15
1196,User_1711,Unknown,5
1197,User_1712,Unknown,105
1198,User_1713,Unknown,4
1199,User_1714,Unknown,187
1200,User_1715,Unknown,65
1201,User_1716,Unknown,60
1202,User_1717,Unknown,139
1203,User_1718,Unknown,155
1204,User_1719,Unknown,19
1205,User_1720,Unknown,49
1206,User_1721,Unknown,115
1207,User_1722,Unknown,56
1208,User_1723,Unknown,49
1209,User_1724,Unknown,59
1210,User_1725,Unknown,51
1211,User_1726,Unknown,21
1212,User_1727,Unknown,32
1213,User_1728,Unknown,32
1214,User_1729,Unknown,80
1215,User_1730,Unknown,226
1216,User_1731,Unknown,8
1217,User_1732,Unknown,48
1218,User_1733,Unknown,38
1219,User_1734,Unknown,49
1220,User_1735,Unknown,109
1221,User_1736,Unknown,156
1222,User_1737,Unknown,79
1223,User_1738,Unknown,26
1224,User_1739,Unknown,14
1225,User_1740,Unknown,37
1226,User_1741,Unknown,104
1227,User_1742,Unknown,79
1228,User_1743,Unknown,26
1229,User_1744,Unknown,37
1230,User_1745,Unknown,19
1231,User_1746,Unknown,202
1232,User_1747,Unknown,22
1233,User_1748,Unknown,13
1234,User_1749,Unknown,13
1235,User_1750,Unknown,126
1236,User_1751,Unknown,50
1237,User_1752,Unknown,115
1238,User_1753,Unknown,82
1239,User_1754,Unknown,57
1240,User_1755,Unknown,2
1241,User_1756,Unknown,16
1242,User_1757,Unknown,131
1243,User_1758,Unknown,27
1244,User_1759,Unknown,6
1245,User_1760,Unknown,3
1246,User_1761,Unknown,121
1247,User_1762,Unknown,4
1248,User_1763,Unknown,32
1249,User_1764,Unknown,25
1250,User_1765,Unknown,66
1251,User_1766,Unknown,40
1252,User_1767,Unknown,36
1253,User_1768,Unknown,209
1254,User_1769,Unknown,25
1255,User_1770,Unknown,47
1256,User_1771,Unknown,20
1257,User_1772,Unknown,61
1258,User_1773,Unknown,23
1259,User_1774,Unknown,40
1260,User_1775,Unknown,8
1261,User_1776,Unknown,5
1262,User_1777,Unknown,5
1263,User_1778,Unknown,38
1264,User_1779,Unknown,22
1265,User_1780,Unknown,20
1266,User_1781,Unknown,26
1267,User_1782,Unknown,67
1268,User_1783,Unknown,121
1269,User_1784,Unknown,17
1270,User_1785,Unknown,30
1271,User_1786,Unknown,97
1272,User_1787,Unknown,38
1273,User_1788,Unknown,10
1274,User_1789,Unknown,103
1275,User_1790,Unknown,38
1276,User_1791,Unknown,131
1277,User_1792,Unknown,6
1278,User_1793,Unknown,145
1279,User_1794,Unknown,57
1280,User_1795,Unknown,89
1281,User_1796,Unknown,71
1282,User_1797,Unknown,5
1283,User_1798,Unknown,34
1284,User_1799,Unknown,152
1285,User_1800,Unknown,245
1286,User_1801,Unknown,23
1287,User_1802,Unknown,12
1288,User_1803,Unknown,25
1289,User_1804,Unknown,195
1290,User_1805,Unknown,22
1291,User_1806,Unknown,32
1292,User_1807,Unknown,51
1293,User_1808,Unknown,14
1294,User_1809,Unknown,113
1295,User_1810,Unknown,102
1296,User_1811,Unknown,63
1297,User_1812,Unknown,44
1298,User_1813,Unknown,156
1299,User_1814,Unknown,10
1300,User_1815,Unknown,24
1301,User_1816,Unknown,131
1302,User_1817,Unknown,15
1303,User_1818,Unknown,30
1304,User_1819,Unknown,88
1305,User_1820,Unknown,67
1306,User_1821,Unknown,27
1307,User_1822,Unknown,12
1308,User_1823,Unknown,127
1309,User_1824,Unknown,58
1310,User_1825,Unknown,29
1311,User_1826,Unknown,102
1312,User_1827,Unknown,201
1313,User_1828,Unknown,56
1314,User_1829,Unknown,16
1315,User_1830,Unknown,16
1316,User_1831,Unknown,42
1317,User_1832,Unknown,46
1318,User_1833,Unknown,191
1319,User_1834,Unknown,1
1320,User_1835,Unknown,182
1321,User_1836,Unknown,25
1322,User_1837,Unknown,38
1323,User_1838,Unknown,6
1324,User_1839,Unknown,165
1325,User_1840,Unknown,10
1326,User_1841,Unknown,49
1327,User_1842,Unknown,119
1328,User_1843,Unknown,40
1329,User_1844,Unknown,70
1330,User_1845,Unknown,101
1331,User_1846,Unknown,38
1332,User_1847,Unknown,26
1333,User_1848,Unknown,36
1334,User_1849,Unknown,119
1335,User_1850,Unknown,29
1336,User_1851,Unknown,42
1337,User_1852,Unknown,22
1338,User_1853,Unknown,12
1339,User_1854,Unknown,2
1340,User_1855,Unknown,6
1341,User_1856,Unknown,4
1342,User_1857,Unknown,73
1343,User_1858,Unknown,29
1344,User_1859,Unknown,46
1345,User_1860,Unknown,17
1346,User_1861,Unknown,99
1347,User_1862,Unknown,54
1348,User_1863,Unknown,49
1349,User_1864,Unknown,107
1350,User_1865,Unknown,8
1351,User_1866,Unknown,31
1352,User_1867,Unknown,123
1353,User_1868,Unknown,121
1354,User_1869,Unknown,15
1355,User_1870,Unknown,23
1356,User_1871,Unknown,82
1357,User_1872,Unknown,50
1358,User_1873,Unknown,41
1359,User_1874,Unknown,13
1360,User_1875,Unknown,28
1361,User_1876,Unknown,56
1362,User_1877,Unknown,64
1363,User_1878,Unknown,35
1364,User_1879,Unknown,150
1365,User_1880,Unknown,32
1366,User_1881,Unknown,53
1367,User_1882,Unknown,51
1368,User_1883,Unknown,18
1369,User_1884,Unknown,32
1370,User_1885,Unknown,28
1371,User_1886,Unknown,105
1372,User_1887,Unknown,11
1373,User_1888,Unknown,254
1374,User_1889,Unknown,15
1375,User_1890,Unknown,6
1376,User_1891,Unknown,71
1377,User_1892,Unknown,12
1378,User_1893,Unknown,83
1379,User_1894,Unknown,63
1380,User_1895,Unknown,37
1381,User_1896,Unknown,9
1382,User_1897,Unknown,36
1383,User_1898,Unknown,101
1384,User_1899,Unknown,79
1385,User_1900,Unknown,26
1386,User_1901,Unknown,14
1387,User_1902,Unknown,130
1388,User_1903,Unknown,40
1389,User_1904,Unknown,30
1390,User_1905,Unknown,11
1391,User_1906,Unknown,22
1392,User_1907,Unknown,30
1393,User_1908,Unknown,10
1394,User_1909,Unknown,41
1395,User_1910,Unknown,31
1396,User_1911,Unknown,39
1397,User_1926,Unknown,134
1398,User_1932,Unknown,95
1399,User_1939,Unknown,79
1400,User_1945,Unknown,146
1401,User_1951,Unknown,64
1402,User_1955,Unknown,92
1403,User_1972,Unknown,70
1404,User_1973,Unknown,65
1405,User_1976,Unknown,39
1406,User_1991,Unknown,49
1407,User_1995,Unknown,63
1408,User_1998,Unknown,54
1409,User_2001,Unknown,60
1410,User_2004,Unknown,50
1411,User_2007,Unknown,171
1412,User_2009,Unknown,45
1413,User_2018,Unknown,55
1414,User_2024,Unknown,53
1415,User_2027,Unknown,44
1416,User_2032,Unknown,147
1417,User_2038,Unknown,123
1418,User_2039,Unknown,112
1419,User_2042,Unknown,96
1420,User_2054,Unknown,163
1421,User_2068,Unknown,141
1422,User_2071,Unknown,123
1423,User_2072,Unknown,129
1424,User_2081,Unknown,172
1425,User_2102,Unknown,132
1426,User_2111,Unknown,184
1427,User_2116,Unknown,65
1428,User_2117,Unknown,142
1429,User_2127,Unknown,112
1430,User_2128,Unknown,92
1431,User_2133,Unknown,159
1432,User_2135,Unknown,88
1433,User_2138,Unknown,138
1434,User_2143,Unknown,102
1435,User_2153,Unknown,139
1436,User_2157,Unknown,39
1437,User_2171,Unknown,66
1438,User_2174,Unknown,120
1439,User_2180,Unknown,114
1440,User_2183,Unknown,134
1441,User_2187,Unknown,148
1442,User_2189,Unknown,113
1443,User_2199,Unknown,175
1444,User_2203,Unknown,100
1445,User_2223,Unknown,116
1446,User_2224,Unknown,129
1447,User_2225,Unknown,42
1448,User_2247,Unknown,122
1449,User_2250,Unknown,109
1450,User_2254,Unknown,90
1451,User_2264,Unknown,75
1452,User_2267,Unknown,83
1453,User_2268,Unknown,130
1454,User_2279,Unknown,129
1455,User_2283,Unknown,161
1456,User_2284,Unknown,56
1457,User_2289,Unknown,160
1458,User_2292,Unknown,142
1459,User_2302,Unknown,123
1460,User_2319,Unknown,122
1461,User_2327,Unknown,125
1462,User_2336,Unknown,150
1463,User_2337,Unknown,35
1464,User_2364,Unknown,65
1465,User_2378,Unknown,50
1466,User_2384,Unknown,188
1467,User_2398,Unknown,108
1468,User_2417,Unknown,70
1469,User_2436,Unknown,94
1470,User_2445,Unknown,70
1471,User_2447,Unknown,49
1472,User_2451,Unknown,109
1473,User_2458,Unknown,99
1474,User_2459,Unknown,46
1475,User_2461,Unknown,124
1476,User_2463,Unknown,126
1477,User_2471,Unknown,132
1478,User_2472,Unknown,77
1479,User_2475,Unknown,97
1480,User_2491,Unknown,121
1481,User_2494,Unknown,39
1482,User_2498,Unknown,94
1483,User_2502,Unknown,43
1484,User_2508,Unknown,98
1485,User_2510,Unknown,138
1486,User_2511,Unknown,140
1487,User_2529,Unknown,36
1488,User_2533,Unknown,99
1489,User_2538,Unknown,56
1490,User_2543,Unknown,294
1491,User_2547,Unknown,54
1492,User_2571,Unknown,30
1493,User_2583,Unknown,46
1494,User_2589,Unknown,79
1495,User_2598,Unknown,164
1496,User_2617,Unknown,114
1497,User_2629,Unknown,127
1498,User_2635,Unknown,20
1499,User_2636,Unknown,38
1500,User_2640,Unknown,56
1501,User_2643,Unknown,100
1502,User_2647,Unknown,48
1503,User_2649,Unknown,122
1504,User_2653,Unknown,72
1505,User_2660,Unknown,38
1506,User_2704,Unknown,2
1507,User_2740,Unknown,2
1508,User_427,Unknown,9
1509,User_464,Unknown,5
1510,User_549,Unknown,7
1511,User_351,Unknown,5
1512,User_364,Unknown,9
1513,User_393,Unknown,7
1514,User_399,Unknown,8
1515,User_441,Unknown,8
1516,User_476,Unknown,6
1517,User_501,Unknown,8
1518,User_564,Unknown,9
1519,User_349,Unknown,5
1520,User_350,Unknown,21
1521,User_352,Unknown,23
1522,User_354,Unknown,26
1523,User_355,Unknown,39
1524,User_356,Unknown,3
1525,User_357,Unknown,18
1526,User_358,Unknown,1
1527,User_359,Unknown,26
1528,User_360,Unknown,43
1529,User_361,Unknown,23
1530,User_362,Unknown,19
1531,User_365,Unknown,6
1532,User_367,Unknown,32
1533,User_368,Unknown,34
1534,User_369,Unknown,26
1535,User_370,Unknown,71
1536,User_371,Unknown,5
1537,User_372,Unknown,17
1538,User_373,Unknown,94
1539,User_374,Unknown,68
1540,User_375,Unknown,17
1541,User_377,Unknown,2
1542,User_378,Unknown,62
1543,User_379,Unknown,2
1544,User_380,Unknown,11
1545,User_381,Unknown,12
1546,User_382,Unknown,12
1547,User_383,Unknown,3
1548,User_384,Unknown,4
1549,User_385,Unknown,8
1550,User_386,Unknown,3
1551,User_387,Unknown,36
1552,User_388,Unknown,38
1553,User_390,Unknown,6
1554,User_391,Unknown,61
1555,User_392,Unknown,39
1556,User_394,Unknown,36
1557,User_395,Unknown,77
1558,User_396,Unknown,27
1559,User_397,Unknown,47
1560,User_398,Unknown,33
1561,User_400,Unknown,73
1562,User_401,Unknown,2
1563,User_402,Unknown,57
1564,User_403,Unknown,20
1565,User_404,Unknown,51
1566,User_405,Unknown,11
1567,User_406,Unknown,4
1568,User_407,Unknown,15
1569,User_408,Unknown,55
1570,User_409,Unknown,34
1571,User_410,Unknown,15
1572,User_411,Unknown,3
1573,User_412,Unknown,99
1574,User_413,Unknown,17
1575,User_415,Unknown,26
1576,User_416,Unknown,21
1577,User_417,Unknown,62
1578,User_418,Unknown,23
1579,User_419,Unknown,57
1580,User_421,Unknown,25
1581,User_422,Unknown,60
1582,User_423,Unknown,57
1583,User_424,Unknown,17
1584,User_425,Unknown,19
1585,User_426,Unknown,18
1586,User_429,Unknown,10
1587,User_430,Unknown,38
1588,User_431,Unknown,71
1589,User_432,Unknown,55
1590,User_433,Unknown,10
1591,User_434,Unknown,33
1592,User_435,Unknown,10
1593,User_436,Unknown,60
1594,User_437,Unknown,10
1595,User_438,Unknown,71
1596,User_439,Unknown,43
1597,User_440,Unknown,14
1598,User_442,Unknown,12
1599,User_443,Unknown,2
1600,User_444,Unknown,47
1601,User_445,Unknown,27
1602,User_446,Unknown,18
1603,User_447,Unknown,1
1604,User_448,Unknown,3
1605,User_449,Unknown,10
1606,User_450,Unknown,22
1607,User_451,Unknown,25
1608,User_452,Unknown,42
1609,User_453,Unknown,5
1610,User_454,Unknown,3
1611,User_455,Unknown,37
1612,User_456,Unknown,61
1613,User_457,Unknown,20
1614,User_458,Unknown,26
1615,User_459,Unknown,10
1616,User_460,Unknown,66
1617,User_461,Unknown,53
1618,User_462,Unknown,19
1619,User_463,Unknown,43
1620,User_465,Unknown,78
1621,User_466,Unknown,9
1622,User_467,Unknown,4
1623,User_468,Unknown,2
1624,User_469,Unknown,22
1625,User_470,Unknown,16
1626,User_471,Unknown,31
1627,User_472,Unknown,5
1628,User_473,Unknown,32
1629,User_474,Unknown,20
1630,User_477,Unknown,12
1631,User_478,Unknown,8
1632,User_479,Unknown,37
1633,User_480,Unknown,7
1634,User_481,Unknown,27
1635,User_482,Unknown,34
1636,User_485,Unknown,5
1637,User_486,Unknown,16
1638,User_487,Unknown,33
1639,User_488,Unknown,28
1640,User_489,Unknown,24
1641,User_490,Unknown,13
1642,User_491,Unknown,11
1643,User_492,Unknown,65
1644,User_493,Unknown,56
1645,User_494,Unknown,23
1646,User_495,Unknown,23
1647,User_496,Unknown,40
1648,User_497,Unknown,83
1649,User_498,Unknown,6
1650,User_499,Unknown,3
1651,User_500,Unknown,83
1652,User_502,Unknown,11
1653,User_503,Unknown,58
1654,User_504,Unknown,43
1655,User_505,Unknown,13
1656,User_506,Unknown,72
1657,User_507,Unknown,65
1658,User_508,Unknown,16
1659,User_509,Unknown,15
1660,User_510,Unknown,26
1661,User_511,Unknown,30
1662,User_512,Unknown,29
1663,User_513,Unknown,89
1664,User_514,Unknown,64
1665,User_515,Unknown,61
1666,User_516,Unknown,20
1667,User_518,Unknown,19
1668,User_519,Unknown,25
1669,User_520,Unknown,50
1670,User_521,Unknown,15
1671,User_522,Unknown,11
1672,User_523,Unknown,43
1673,User_524,Unknown,64
1674,User_525,Unknown,69
1675,User_527,Unknown,46
1676,User_528,Unknown,13
1677,User_529,Unknown,9
1678,User_530,Unknown,4
1679,User_531,Unknown,40
1680,User_532,Unknown,10
1681,User_533,Unknown,6
1682,User_534,Unknown,8
1683,User_535,Unknown,12
1684,User_536,Unknown,22
1685,User_537,Unknown,40
1686,User_539,Unknown,22
1687,User_540,Unknown,8
1688,User_541,Unknown,10
1689,User_542,Unknown,58
1690,User_543,Unknown,21
1691,User_544,Unknown,67
1692,User_545,Unknown,46
1693,User_546,Unknown,30
1694,User_547,Unknown,32
1695,User_548,Unknown,32
1696,User_550,Unknown,1
1697,User_551,Unknown,17
1698,User_552,Unknown,4
1699,User_553,Unknown,85
1700,User_554,Unknown,18
1701,User_555,Unknown,38
1702,User_556,Unknown,48
1703,User_557,Unknown,37
1704,User_558,Unknown,20
1705,User_559,Unknown,83
1706,User_560,Unknown,30
1707,User_561,Unknown,81
1708,User_562,Unknown,5
1709,User_565,Unknown,20
1710,User_567,Unknown,63
1711,User_568,Unknown,12
1712,User_569,Unknown,15
1713,User_570,Unknown,35
1714,User_571,Unknown,3
1715,User_572,Unknown,4
1716,User_591,Unknown,46
1717,User_656,Unknown,3
1718,User_669,Unknown,34
1719,User_604,Unknown,35
1720,User_645,Unknown,29
1721,User_646,Unknown,13
1722,User_666,Unknown,18
1723,User_683,Unknown,33
1724,User_587,Unknown,10
1725,User_590,Unknown,14
1726,User_614,Unknown,32
1727,User_634,Unknown,16
1728,User_680,Unknown,27
1729,User_586,Unknown,7
1730,User_610,Unknown,5
1731,User_652,Unknown,4
1732,User_673,Unknown,4
1733,User_676,Unknown,18
1734,User_620,Unknown,20
1735,User_574,Unknown,11
1736,User_630,Unknown,39
1737,User_678,Unknown,26
1738,User_593,Unknown,5
1739,User_609,Unknown,30
1740,User_573,Unknown,32
1741,User_575,Unknown,12
1742,User_576,Unknown,14
1743,User_577,Unknown,22
1744,User_578,Unknown,24
1745,User_579,Unknown,39
1746,User_581,Unknown,2
1747,User_582,Unknown,21
1748,User_583,Unknown,25
1749,User_584,Unknown,15
1750,User_585,Unknown,1
1751,User_588,Unknown,14
1752,User_589,Unknown,21
1753,User_592,Unknown,41
1754,User_594,Unknown,8
1755,User_595,Unknown,19
1756,User_597,Unknown,22
1757,User_598,Unknown,16
1758,User_599,Unknown,23
1759,User_600,Unknown,24
1760,User_602,Unknown,1
1761,User_603,Unknown,18
1762,User_605,Unknown,18
1763,User_607,Unknown,1
1764,User_608,Unknown,1
1765,User_611,Unknown,16
1766,User_612,Unknown,15
1767,User_613,Unknown,1
1768,User_615,Unknown,24
1769,User_616,Unknown,19
1770,User_617,Unknown,25
1771,User_618,Unknown,24
1772,User_619,Unknown,26
1773,User_621,Unknown,7
1774,User_622,Unknown,13
1775,User_623,Unknown,17
1776,User_624,Unknown,1
1777,User_625,Unknown,21
1778,User_626,Unknown,14
1779,User_627,Unknown,24
1780,User_628,Unknown,12
1781,User_631,Unknown,11
1782,User_632,Unknown,22
1783,User_633,Unknown,15
1784,User_635,Unknown,22
1785,User_636,Unknown,25
1786,User_638,Unknown,1
1787,User_639,Unknown,11
1788,User_640,Unknown,23
1789,User_642,Unknown,2
1790,User_643,Unknown,24
1791,User_644,Unknown,25
1792,User_647,Unknown,19
1793,User_648,Unknown,2
1794,User_650,Unknown,22
1795,User_653,Unknown,28
1796,User_654,Unknown,33
1797,User_655,Unknown,6
1798,User_657,Unknown,7
1799,User_658,Unknown,24
1800,User_659,Unknown,24
1801,User_660,Unknown,3
1802,User_661,Unknown,24
1803,User_662,Unknown,24
1804,User_663,Unknown,9
1805,User_664,Unknown,17
1806,User_665,Unknown,18
1807,User_667,Unknown,3
1808,User_668,Unknown,1
1809,User_670,Unknown,23
1810,User_671,Unknown,5
1811,User_672,Unknown,8
1812,User_674,Unknown,1
1813,User_675,Unknown,23
1814,User_677,Unknown,22
1815,User_679,Unknown,7
1816,User_681,Unknown,23
1817,User_682,Unknown,13
1818,User_684,Unknown,20
1819,User_685,Unknown,17
1820,User_1967,Unknown,2
1821,User_3437,Unknown,547
1822,User_3454,Unknown,14
1823,User_3487,Unknown,10
1824,User_3723,Unknown,8
1825,User_3861,Unknown,16
1826,User_3961,Unknown,7
1827,User_3980,Unknown,59
1828,User_3989,Unknown,6
1829,User_4011,Unknown,4
1830,User_4031,Unknown,11
1831,User_686,Unknown,170
1832,User_687,Unknown,28
1833,User_688,Unknown,45
1834,User_689,Unknown,8
1835,User_690,Unknown,9
1836,User_691,Unknown,6
1837,User_692,Unknown,1
1838,User_693,Unknown,14
1839,User_694,Unknown,54
1840,User_695,Unknown,41
1841,User_696,Unknown,31
1842,User_697,Unknown,52
1843,User_698,Unknown,68
1844,User_699,Unknown,2
1845,User_700,Unknown,7
1846,User_701,Unknown,21
1847,User_702,Unknown,8
1848,User_703,Unknown,43
1849,User_704,Unknown,5
1850,User_705,Unknown,69
1851,User_706,Unknown,18
1852,User_707,Unknown,10
1853,User_708,Unknown,29
1854,User_709,Unknown,17
1855,User_710,Unknown,8
1856,User_711,Unknown,20
1857,User_712,Unknown,13
1858,User_713,Unknown,71
1859,User_714,Unknown,14
1860,User_715,Unknown,10
1861,User_716,Unknown,12
1862,User_717,Unknown,4
1863,User_718,Unknown,30
1864,User_719,Unknown,64
1865,User_720,Unknown,18
1866,User_721,Unknown,5
1867,User_722,Unknown,14
1868,User_723,Unknown,12
1869,User_724,Unknown,47
1870,User_725,Unknown,8
1871,User_726,Unknown,36
1872,User_727,Unknown,26
1873,User_728,Unknown,38
1874,User_729,Unknown,13
1875,User_730,Unknown,15
1876,User_731,Unknown,26
1877,User_732,Unknown,14
1878,User_733,Unknown,8
1879,User_734,Unknown,23
1880,User_735,Unknown,5
1881,User_736,Unknown,14
1882,User_737,Unknown,16
1883,User_738,Unknown,25
1884,User_739,Unknown,29
1885,User_740,Unknown,8
1886,User_741,Unknown,17
1887,User_742,Unknown,12
1888,User_743,Unknown,3
1889,User_744,Unknown,2
1890,User_745,Unknown,57
1891,User_746,Unknown,9
1892,User_747,Unknown,57
1893,User_748,Unknown,19
1894,User_749,Unknown,2
1895,User_750,Unknown,2
1896,User_751,Unknown,12
1897,User_752,Unknown,38
1898,User_753,Unknown,13
1899,User_754,Unknown,30
1900,User_755,Unknown,19
1901,User_756,Unknown,10
1902,User_757,Unknown,4
1903,User_758,Unknown,20
1904,User_759,Unknown,10
1905,User_760,Unknown,30
1906,User_761,Unknown,8
1907,User_762,Unknown,13
1908,User_763,Unknown,14
1909,User_764,Unknown,28
1910,User_765,Unknown,14
1911,User_766,Unknown,35
1912,User_767,Unknown,8
1913,User_768,Unknown,14
1914,User_769,Unknown,15
1915,User_770,Unknown,27
1916,User_771,Unknown,15
1917,User_772,Unknown,18
1918,User_773,Unknown,36
1919,User_774,Unknown,37
1920,User_775,Unknown,2
1921,User_776,Unknown,9
1922,User_777,Unknown,18
1923,User_778,Unknown,16
1924,User_779,Unknown,18
1925,User_780,Unknown,34
1926,User_781,Unknown,52
1927,User_782,Unknown,13
1928,User_783,Unknown,18
1929,User_784,Unknown,40
1930,User_785,Unknown,3
1931,User_786,Unknown,9
1932,User_787,Unknown,29
1933,User_788,Unknown,4
1934,User_789,Unknown,13
1935,User_790,Unknown,4
1936,User_791,Unknown,7
1937,User_792,Unknown,23
1938,User_793,Unknown,20
1939,User_794,Unknown,14
1940,User_795,Unknown,18
1941,User_796,Unknown,7
1942,User_797,Unknown,26
1943,User_798,Unknown,7
1944,User_799,Unknown,12
1945,User_800,Unknown,37
1946,User_801,Unknown,1
1947,User_802,Unknown,5
1948,User_803,Unknown,20
1949,User_804,Unknown,16
1950,User_805,Unknown,66
1951,User_806,Unknown,15
1952,User_807,Unknown,20
1953,User_808,Unknown,9
1954,User_809,Unknown,18
1955,User_810,Unknown,32
1956,User_811,Unknown,9
1957,User_812,Unknown,8
1958,User_813,Unknown,10
1959,User_814,Unknown,26
1960,User_815,Unknown,39
1961,User_816,Unknown,9
1962,User_817,Unknown,24
1963,User_818,Unknown,16
1964,User_819,Unknown,37
1965,User_820,Unknown,38
1966,User_821,Unknown,9
1967,User_822,Unknown,15
1968,User_823,Unknown,56
1969,User_824,Unknown,58
1970,User_825,Unknown,6
1971,User_826,Unknown,11
1972,User_827,Unknown,45
1973,User_828,Unknown,79
1974,User_829,Unknown,34
1975,User_830,Unknown,55
1976,User_831,Unknown,15
1977,User_832,Unknown,4
1978,User_833,Unknown,15
1979,User_834,Unknown,43
1980,User_835,Unknown,20
1981,User_836,Unknown,12
1982,User_837,Unknown,13
1983,User_838,Unknown,22
1984,User_839,Unknown,15
1985,User_840,Unknown,27
1986,User_841,Unknown,2
1987,User_842,Unknown,37
1988,User_843,Unknown,13
1989,User_844,Unknown,14
1990,User_845,Unknown,23
1991,User_846,Unknown,6
1992,User_847,Unknown,27
1993,User_848,Unknown,21
